timestamp	spiral_iter	ralph_iter	story_id	story_title	status	duration_sec	model	retry_num	commit_sha	run_id	cache_hit	cache_read_tokens	cache_creation_tokens	review_tokens	wall_seconds	user_cpu_s	sys_cpu_s	peak_rss_kb	batch_id	decompose_secs	impl_secs	verify_secs	retry_escalation_count	failure_root_cause	failed_files	scope_tag	error_signature
2026-04-16T17:30:26Z	17	1	US-020	Implement IT Level 3 Knowledge Assessment with Competency-Based Rubrics	keep	687	sonnet	0	391bb4d2161acabe728874c230d15044d88a32a9	69e0dbbb149e	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-16T17:44:24Z	18	1	US-018	Create Aesthetic C03 Knowledge Assessment with Manual Technique Competency Questions	keep	513	sonnet	0	802fccae233aca3a1c7a5da9a9f3ffeeaaa254a8	69e0dbbb149e	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T01:28:38Z	2	2	US-023	Create Aesthetic C04 Performance Assessment with Electrotherapy Modality Parameter Setting and Safety Competency	reject	624	sonnet	1		69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T01:39:02Z	3	1	US-024	Create WIM Lesson Plan (PM) Format Validator for 4-Phase Structure Compliance	reject	418	sonnet	1		69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T01:51:24Z	3	2	US-023	Create Aesthetic C04 Performance Assessment with Electrotherapy Modality Parameter Setting and Safety Competency	keep	566	opus	1	06256025d15d29f8cfa095ca62201a043783a1ec	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T02:14:54Z	5	1	US-024	Create BEV C04 Knowledge Assessment with Electric Drive Train Diagnostics Scenarios	keep	663	sonnet	0	b8d8a36e4fe89a88501f0823d1ea4759bb57665c	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T02:22:34Z	5	2	US-025	Create Aesthetic C01 Performance Assessment with Client Consultation Scenario Rubrics	keep	321	sonnet	0	cd700ff5ed895d24cb68c0cbc2c0e20efdb45807	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T02:44:31Z	6	1	US-027	Create KT Question Diversity Analyzer with Question Type Distribution Metrics and Recommendations	reject	713	sonnet	1		69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T03:09:14Z	7	1	US-030	Create Assessment Question Difficulty Classifier with Bloom's Taxonomy Cognitive Level Tagging	keep	912	sonnet	0	02b2a0c94afdb426c12690e58010787f67db2be6	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T03:18:08Z	7	2	US-031	Build WIM Header Box Template Enforcer for All Document Types Across All Subjects	keep	436	sonnet	0	0f9ae5515327bfc41a7eefa7cdde2e3c92553d47	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T03:30:54Z	8	1	US-032	Build Cross-Subject Assessment Question Type Distribution Analyzer with Rebalancing Recommendations	keep	246	sonnet	0	0b9e0ffc546b7ed2850a1398ef6f637aed51396e	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T03:55:33Z	8	1	US-034	Implement IT-020 Knowledge Assessment Completeness Auditor for All Levels	reject	420	sonnet	1		69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T04:21:49Z	9	2	US-036	IT-020 Hands-On Lab Activity Mapper	reject	513	opus	1		69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T04:25:01Z	10	1	US-036	IT-020 Hands-On Lab Activity Mapper	reject	650	opus	2		69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T04:38:36Z	11	1	US-037	BEV Diagnostic Fault Code Scenario Generator	reject	507	sonnet	1		69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T04:46:10Z	11	2	US-037	BEV Diagnostic Fault Code Scenario Generator	keep	404	opus	1	e4c00d878d7754bc79b9d8fee997bea6b0331513	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T04:47:55Z	11	1	US-037	BEV Diagnostic Fault Code Scenario Generator	reject	971	sonnet	1		69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T04:52:41Z	11	2	US-037	BEV Diagnostic Fault Code Scenario Generator	keep	187	opus	1	b138d0dd4e087f77368d25bca56cee33aa322d8b	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T04:54:39Z	11	3	US-027	Create KT Question Diversity Analyzer with Question Type Distribution Metrics and Recommendations	keep	449	opus	1	2f4d62b9a9264a6fdf2af72470718abdc3b8eb55	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T04:57:43Z	11	3	US-028	Create KK Step-by-Step Safety Validator with Checkpoint Auditing and Gap Flagging	keep	236	sonnet	0	ff97b68a20d0b39e92e95e0c21df55f8c6d08058	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T05:17:05Z	12	1	US-045	Tuinalogy Pregnancy Contraindication Safety Reference Generator	keep	477	sonnet	0	b4866c429f0e4ff0d0f11598665ee538191d1c04	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T05:17:13Z	12	1	US-045	Tuinalogy Pregnancy Contraindication Safety Reference Generator	keep	631	sonnet	0	b4866c429f0e4ff0d0f11598665ee538191d1c04	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T05:24:59Z	12	2	US-046	Malaysian T&CM Regulatory Compliance Audit Tool for Tuinalogy	keep	373	sonnet	0	fdebaef16bd8da2802efc000979fb852db3760fb	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T05:27:04Z	12	2	US-046	Malaysian T&CM Regulatory Compliance Audit Tool for Tuinalogy	keep	358	sonnet	0	fdebaef16bd8da2802efc000979fb852db3760fb	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T07:36:30Z	16	2	US-047	Tuinalogy TCM Theory Bilingual Terminology Index	reject	671	opus	1		69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T07:43:26Z	16	3	US-047	Tuinalogy TCM Theory Bilingual Terminology Index	keep	369	opus	1	735bbd00c705c9f75741a8d2425aacf1bf213d15	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T07:43:50Z	16	2	US-047	Tuinalogy TCM Theory Bilingual Terminology Index	reject	1058	sonnet	1		69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0	unknown			
<<<<<<< Updated upstream
2026-04-17T08:53:56Z	20	5	US-051	Build NOSS Learning Outcome to Assessment Linkage Matrix	keep	191	opus	1	05edbe84d9220864134f5174d62ebbb202765937	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0	unknown			
2026-04-17T08:57:15Z	19	3	US-052	Create Technical Content Accuracy Auditor Against Industry Standards	keep	433	sonnet	0	3f79a87a3576013779c408fcb82d896b6aa6b40f	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0	unknown			
=======
2026-04-17T08:47:19Z	20	3	US-051	Build NOSS Learning Outcome to Assessment Linkage Matrix	reject	100	sonnet	1		69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0	unknown			
>>>>>>> Stashed changes
2026-04-17T09:11:31Z	21	1	US-055	Create BEV Battery Management System Architecture Reference Guide with Functional Blocks	reject	295	sonnet	1		69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T09:14:12Z	21	2	US-029	Create Assessment Question Bank Indexer with Full-Text Search and Competency Tagging	keep	129	sonnet	0	0247a7db18a9140c398079af3545ddb89b6235c7	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
2026-04-17T09:23:20Z	21	3	US-035	Implement Training Hours Distribution Validator for 30/70 Knowledge/Performance Split	keep	509	sonnet	0	e6969bb7f7f656fba2d76cc7ba3696707414de6c	69e180a1b4	false	0	0	0	0	0	0	0		0	0	0	0				
